user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
KZue5E8aYSAuu4kmaF4isQ,Rachel Chef D.,"Elgin, IL",,10,108,29,31,42,10,10,15,143,33,24,"{'Review Updates': '13', 'Followers': '1', 'Firsts': '26', 'Tips': '101'}",10,Jul-11,"{'My Hometown': 'Chicago  IL', 'My Blog Or Website': 'mycontinuingthoughts.bloâ€_', 'Yelping Since': 'July 2011', 'Location': 'Elgin  IL', 'Most Recent Discovery': 'marcussamuelsson.com', 'When Iâ€™m Not Yelping...': ""I develop recipes  cook  take PIC's"", 'My Favorite Movie': 'When Harry Met Sally  Sleepless in Seattle  Ghost', 'My Second Favorite Website': 'omg.yahoo.com', 'Why You Should Read My Reviews': 'I am honest', 'My Last Meal On Earth': 'KFC Grilled Chicken', 'Current Crush': 'Mark Feuerstein', 'My First Concert': 'Charlie Daniels Band', 'Find Me In': 'The Fox Valley  A Farmers Market  Indian Grocery Store', 'Things I Love': 'Sushi  Italian Beef  Kale  Coconut Milk Ice Cream  Yoga  Warm Therapy Pools  Massages  Arizona  and Florida.', 'The Last Great Book I Read': 'Plum Island', 'Donâ€™t Tell Anyone Else But...': 'I love my Keuirg Frother'}",0,"{'MN': 4, 'AZ': 28, 'IL': 76}",3
l0abCYYwA97XP7NrAo1dGQ,Julia J.,"Morton Grove, IL",,0,7,0,6,0,0,0,1,7,3,3,{},0,Oct-11,"{'Yelping Since': 'October 2011', 'Location': 'Morton Grove  IL'}",0,{'IL': 7},1
HEuIM1BRCu1l2LKXlHJeBw,James W.,"Winfield, IL",,0,6,0,6,0,0,0,0,3,2,3,"{'Review Updates': '1', 'Bookmarks': '1'}",0,Dec-12,"{'Yelping Since': 'December 2012', 'Location': 'Winfield  IL'}",0,"{'IN': 1, 'IL': 5}",2
OKF3XQ2DqxtgdzU9PybQxw,Leslie S.,"West Chicago, IL",,0,9,0,5,0,0,0,4,5,2,1,"{'Bookmarks': '3', 'Firsts': '1'}",1,Jan-16,"{'Yelping Since': 'January 2016', 'Location': 'West Chicago  IL'}",0,{'IL': 9},1
TvOwopkAJDtZQ0fUVgkF_w,Joe The Pizza Professional E.,"Winfield, IL",â€œLookin for some good cookinâ€ù,85,353,43,91,123,108,28,3,691,363,382,"{'Review Updates': '29', 'Bookmarks': '10', 'Firsts': '11', 'Followers': '11', 'Lists': '3', 'Tips': '35'}",246,Nov-09,"{'My Hometown': 'Wheaton  IL', 'Why You Should Read My Reviews': ""Because I'm not out to get anyone. I give every place a fair shake"", 'Yelping Since': 'November 2009', 'Location': 'Winfield  IL', 'When Iâ€™m Not Yelping...': ""I workout  I work  and I watch TV  I'm plain and simple"", 'My Favorite Movie': 'DeadPool', 'My Second Favorite Website': 'twitter.com', 'My Last Meal On Earth': ""A Red Apple Omelette  with a slice of Gianorio's Stuffed and Double Dough Za"", 'My First Concert': 'Neal McCoy', 'Find Me In': 'The Chicago Suburbs', 'Things I Love': 'Pizza  Pancakes  Omelettes  and Desserts', 'The Last Great Book I Read': ""I can't read""}",5,"{'CA': 14, 'IL': 135, 'MO': 1}",3
YFnFvVNAiyEbioZ6xLpSkA,Brian got twisties S.,"West Chicago, IL",â€œThe freshmakerâ€ù,38,103,31,55,10,4,9,25,300,118,87,"{'Review Updates': '8', 'Followers': '1', 'Firsts': '54', 'Bookmarks': '12', 'Tips': '210'}",30,Aug-11,"{'My Hometown': 'Naperville  IL', 'Why You Should Read My Reviews': 'I hope for the best  but will let you know about the worst', 'Location': 'West Chicago  IL', 'Yelping Since': 'August 2011', 'When Iâ€™m Not Yelping...': 'I am working or playing hard', 'Find Me In': 'Your kitchen making french toast', 'My Favorite Movie': 'Kill Bill', 'Things I Love': 'Waiting in lines ...not', 'My Last Meal On Earth': 'Sorry to say ...Turf or Saddle room both hold a special place for me'}",0,"{'IL': 82, 'IN': 1, 'FL': 2, 'WI': 1, 'MI': 1, 'CA': 3, 'BC': 3, 'AK': 7, 'PA': 3}",9
1xK764tX10Tc4WuYyHFCXQ,Alexandra D.,"West Chicago, IL",,9,6,0,4,1,0,0,1,1,0,0,{},0,May-14,"{'Yelping Since': 'May 2014', 'Location': 'West Chicago  IL'}",0,{'IL': 6},1
qZwFS2t7p5NXHAjDrSv2aQ,Amanda HULK C.,"Elburn, IL",,1,71,31,57,2,2,1,9,113,73,32,"{'Review Updates': '10', 'Followers': '1', 'Firsts': '6', 'Tips': '8'}",6,Apr-12,"{'Things I Love': 'People who know how to treat their customers right    Oh  and food..', 'Yelping Since': 'April 2012', 'Location': 'Elburn  IL'}",0,"{'KY': 1, 'IL': 64, 'St': 2, 'PA': 4}",4
Jsw7kz48GnhgQaehoc7JMg,Sean F.,"Nashville, TN",,0,7,0,7,0,0,0,0,11,1,1,"{'Followers': '1', 'Tips': '3'}",0,Dec-13,"{'Yelping Since': 'December 2013', 'Location': 'Nashville  TN'}",0,"{'TN': 6, 'IL': 1}",2
8iiD_1IGYQenPRpd8hwPZw,Janice K.,"West Chicago, IL",,0,4,0,3,0,0,1,0,3,1,2,{'Bookmarks': '2'},0,Oct-12,"{'Yelping Since': 'October 2012', 'Location': 'West Chicago  IL'}",0,{'IL': 4},1
jvV9k9-wDk1k579VHD4wbg,Elizabeth T.,"West Chicago, IL",,0,34,0,3,9,6,7,9,21,7,0,"{'Review Updates': '3', 'Firsts': '3'}",0,Oct-09,"{'Yelping Since': 'October 2009', 'Location': 'West Chicago  IL'}",0,"{'WI': 1, 'NC': 1, 'IL': 32}",3
NgWwid8_mJKQ1jGkOlidLA,Junchen F.,"Chicago, IL",,24,74,7,15,35,22,2,0,65,25,21,"{'Review Updates': '2', 'Followers': '1', 'Firsts': '1', 'Bookmarks': '4', 'Tips': '2'}",2,Mar-12,"{'Yelping Since': 'March 2012', 'Location': 'Chicago  IL'}",0,"{'NY': 3, 'IL': 59, 'MA': 2, 'NE': 2, 'MI': 3, 'TX': 4, 'NJ': 1}",7
Tg75w8oyri9Cum4aKf0LWQ,Krys A.,"Schaumburg, IL",,9,27,0,12,4,3,5,3,12,5,3,"{'Review Updates': '1', 'Firsts': '1', 'Tips': '5'}",2,Sep-13,"{'Yelping Since': 'September 2013', 'Location': 'Schaumburg  IL'}",0,{'IL': 27},1
GvVJW1FUpPKxf-fBgwdciQ,Marc W.,"Des Plaines, IL",,11,4,0,2,2,0,0,0,0,0,0,{},0,Feb-13,"{'Yelping Since': 'February 2013', 'Location': 'Des Plaines  IL'}",0,"{'IN': 1, 'IL': 3}",2
2YNcFM8U63e4I7uvRapyCQ,Hsin Chan Neo H.,"Schaumburg, IL",,0,2,0,0,0,0,0,0,0,0,0,{'Bookmarks': '8'},0,Nov-12,"{'My Hometown': 'Schaumburg  IL', 'My Favorite Movie': 'The Matrix', 'Things I Love': 'Badminton', 'Yelping Since': 'November 2012', 'Location': 'Schaumburg  IL'}",0,{'IL': 2},1
X22BjKdLYRVu5jeWYH3Aag,Albert L.,"Hoffman Estates, IL",,1,4,2,2,2,0,0,0,2,0,0,"{'Firsts': '1', 'Tips': '2'}",0,Sep-15,"{'Yelping Since': 'September 2015', 'Location': 'Hoffman Estates  IL'}",0,{'IL': 4},1
9oEiGqGO9sqc3t94vG1lXw,Dave G.,"Barrington, IL",,0,7,0,3,1,0,1,2,5,3,1,{},0,Mar-12,"{'Yelping Since': 'March 2012', 'Location': 'Barrington  IL'}",0,{'IL': 7},1
9Ve5IZHLCfMC2mfc-evrkQ,Sam L.,"Terrace Park, Cincinnati, OH",,0,32,0,21,2,5,2,2,8,1,1,"{'Followers': '1', 'Tips': '1'}",0,Jul-15,"{'Yelping Since': 'July 2015', 'Location': 'Terrace Park  Cincinnati  OH'}",0,"{'OH': 18, 'LA': 7, 'GA': 5, 'KY': 1, 'IL': 1}",5
JbsqBm8lAUSKR4i_OGk-2g,Kim k J.,"Saint Charles, IL",â€œNeither here nor there.â€ù,8,26,0,7,12,2,4,1,38,16,16,{'Followers': '1'},2,Jul-08,"{'Location': 'Saint Charles  IL', 'Yelping Since': 'July 2008', 'Find Me In': ""The woods. Wait  don't find me  that's why I'm here."", 'My Favorite Movie': 'Goodfellas', 'My Second Favorite Website': 'savewalterwhite.com', 'The Last Great Book I Read': 'The Gift of Fear', 'My First Concert': 'Alkaline Trio'}",0,"{'WI': 1, 'IL': 22, 'MA': 2, 'FL': 1}",4
5CJNl0HVjv-XNxbk4DH0rw,Krista R.,"Lake in the Hills, IL",,0,2,0,0,0,0,0,0,1,0,0,{},0,Mar-14,"{'Yelping Since': 'March 2014', 'Location': 'Lake in the Hills  IL'}",0,{'IL': 2},1
NM5O3UHkLD-HIZBH8FSCiQ,Karly Gnarly B.,"Geneva, IL",â€œLets be friends.â€ù,58,20,20,8,8,1,2,1,51,29,22,"{'Followers': '1', 'Firsts': '2', 'Bookmarks': '4', 'Tips': '1'}",7,Nov-12,"{'My Hometown': 'Bloomington  IL', 'Why You Should Read My Reviews': 'I think my opinions are pretty spot on  obviously.', 'Yelping Since': 'November 2012', 'Location': 'Geneva  IL', 'Most Recent Discovery': 'Modern Family', 'When Iâ€™m Not Yelping...': ""I'm dreaming big."", 'My Favorite Movie': 'The Graduate or The Shining  depending on my mood', 'My Second Favorite Website': 'reddit.com', 'My Last Meal On Earth': 'duck   waffles', 'Current Crush': 'Emma Stone', 'My First Concert': 'Green Day', 'Find Me In': 'a pickle', 'Things I Love': 'bourbon  live music  Steinbeck  friends   laughter  nights in  nights out  indulging    travel in any form', 'The Last Great Book I Read': 'A Short HIstory of Nearly Everything', 'Donâ€™t Tell Anyone Else But...': 'When I was little  I wanted to be a librarian.'}",0,"{'WI': 5, 'IN': 1, 'TN': 1, 'IL': 13}",4
1KjV5ZklsF19KbtpIWr2Fg,Brenda Brendisima V.,"Chicago, IL",,17,168,1,74,48,32,11,3,125,19,35,"{'Followers': '7', 'Firsts': '5', 'Lists': '1', 'Tips': '1'}",9,May-07,"{'Yelping Since': 'May 2007', 'Location': 'Chicago  IL'}",0,"{'NV': 1, 'IL': 118, 'LA': 2, 'TX': 1, 'WI': 1, 'MI': 4, 'CA': 15, 'NY': 1, 'MO': 7}",9
rCofgAwRHNBjOuy6xx6vPA,Romerico D.,"South Elgin, IL",,11,15,2,15,0,0,0,0,11,0,2,"{'Bookmarks': '20', 'Tips': '1'}",0,Jan-12,"{'Yelping Since': 'January 2012', 'Location': 'South Elgin  IL'}",0,"{'IL': 13, 'HI': 2}",2
N6UOHQ-b49byARbb0ksD0w,Lacey W.,"Murfreesboro, TN",,0,28,0,7,7,7,2,5,24,12,4,"{'Review Updates': '4', 'Followers': '1', 'Tips': '5'}",1,Mar-13,"{'Yelping Since': 'March 2013', 'Location': 'Murfreesboro  TN'}",0,"{'NV': 10, 'TN': 4, 'IL': 10, 'LA': 4}",4
NchUL5jqZ2Spa0VByd0DEA,Russell B.,"Hoffman Estates, IL",,45,85,15,38,30,10,4,3,46,9,11,"{'Followers': '2', 'Firsts': '3', 'Bookmarks': '2044', 'Tips': '10'}",2,May-11,"{'My Hometown': 'Chicago  IL', 'Yelping Since': 'May 2011', 'Location': 'Hoffman Estates  IL'}",0,"{'MI': 2, 'IL': 54, 'IN': 5, 'TX': 5, 'WI': 4, 'KY': 1, 'TN': 6, 'St': 1, 'MO': 7}",9
ji3yFum-ujHrmINQ5_ERtw,Angela C.,"Batavia, IL",,0,7,0,4,2,0,0,1,0,3,1,{'Bookmarks': '1'},0,May-13,"{'Yelping Since': 'May 2013', 'Location': 'Batavia  IL'}",0,{'IL': 7},1
97KncBTlO0XnWn-edaWBtA,Dimitri P.,"Hoffman Estates, IL",,73,1,0,0,0,0,0,0,2,1,1,{},0,Feb-11,"{'Yelping Since': 'February 2011', 'Location': 'Hoffman Estates  IL'}",0,{'IL': 1},1
Di71biStVJd2CsP0dhAHew,Samantha Sammy Alice K.,"Lombard, IL",â€œAvid Luncher  Frequent Bar Ratâ€ù,158,14,1,9,2,2,0,1,21,6,4,"{'Events Submitted': '1', 'Bookmarks': '55'}",3,Oct-12,"{'My Hometown': 'Hinsdale  Illinois', 'Why You Should Read My Reviews': 'I go out too much  just ask my bank account.', 'Current Crush': 'Bill Murray', 'Location': 'Lombard  IL', 'Yelping Since': 'October 2012', 'My Last Meal On Earth': 'Butter Chicken', 'When Iâ€™m Not Yelping...': ""I'm eating  drinking  and oh breathing..."", 'The Last Great Book I Read': 'The Psychopath Test', 'My First Concert': ""Q101's Twisted 9""}",0,{'IL': 14},1
q-n5CAIy6rZMwAx0YBf-Yg,Chuck ChuckH H.,"Chesterton, IN",,16,21,6,8,3,1,1,8,10,0,0,"{'Review Updates': '2', 'Bookmarks': '2', 'Tips': '4'}",0,Feb-12,"{'Yelping Since': 'February 2012', 'Location': 'Chesterton  IN'}",0,"{'MI': 1, 'CA': 2, 'IN': 10, 'IL': 1, 'FL': 7}",5
_hBltF8Zpq_MwPpvDU2LyA,Jordan Floral Thoughts G.,"Saint Louis, MO",â€œyou have your way  i have my way. as for the right way  the only way.... it doesnt exist.â€ù,51,31,0,10,10,6,3,2,39,10,12,"{'Followers': '2', 'Firsts': '4', 'Bookmarks': '1', 'Tips': '3'}",2,Oct-08,"{'Yelping Since': 'October 2008', 'Location': 'Saint Louis  MO'}",0,"{'MN': 1, 'IL': 16, 'IA': 2, 'MO': 12}",4
tsTv7Swwxv4yP1tTtCiJLg,Des P.,"Des Plaines, IL",,2,4,0,4,0,0,0,0,4,0,1,{},0,Jul-14,"{'Yelping Since': 'July 2014', 'Location': 'Des Plaines  IL'}",0,{'IL': 4},1
sMYzKjqia80f5eTrDAzbgg,Shawn L.,"Township of Dundee, IL",,0,1,1,0,0,0,0,0,0,0,0,{},0,Jun-15,"{'Yelping Since': 'June 2015', 'Location': 'Township of Dundee  IL'}",0,{'IL': 1},1
Ygn_5cw0nIy5uQTjNNt8IQ,Audrey J.,"Streamwood, IL",,21,2,0,0,0,0,0,0,0,0,0,"{'Followers': '1', 'Bookmarks': '10'}",0,Sep-15,"{'Yelping Since': 'September 2015', 'Location': 'Streamwood  IL'}",0,{'IL': 2},1
qGjaYvp0ZrmfhEW1gJX6uQ,Erica L.,"Schaumburg, IL",,0,6,1,5,0,0,1,0,5,0,0,{'Bookmarks': '2'},2,Oct-15,"{'Yelping Since': 'October 2015', 'Location': 'Schaumburg  IL'}",0,{'IL': 6},1
sg7LbH--wPljf5bMyDYiwQ,Arnela S.,"Hanover Park, IL",,1,8,2,8,0,0,0,0,1,0,1,{'Bookmarks': '7'},0,May-15,"{'Yelping Since': 'May 2015', 'Location': 'Hanover Park  IL'}",0,{'IL': 8},1
